DISPATCH LOCATION NAME,FPU,CALLBACK DELAY,LATITUDE,LONGITUDE,,
Thunder Basin WC,RM_WY_002,20,43.67833333,-105.1566667,,
VFD Fire District 1,RM_WY_002,40,41.6281,-109.2304,,
VFD Sweetwater County,RM_WY_002,35,41.6281,-109.2304,,
BHF BIG GOOSE GS,RM_WY_003,15,44.60222222,-107.2159,,
BHF BURGESS GS,RM_WY_003,15,44.79055556,-107.5303,,
BHF HUNTER GS,RM_WY_003,15,44.32,-106.9495,,
BHF PORCUPINE GS,RM_WY_003,15,44.82805556,-107.8449,,
BHF SHELL GS,RM_WY_003,15,44.54777778,-107.5025,,
BHF TYRRELL GS,RM_WY_003,15,44.18944444,-107.2509,,
BIA FT WASHAKIE,RM_WY_003,20,43.00583333,-108.88449,,
BIA FT WASHAKIE AIR,RM_WY_003,20,43.0058,-108.8845,,
BLM CODY,RM_WY_003,20,44.52138889,-109.04,,
BLM LANDER,RM_WY_003,20,42.8414,-108.7463,,
BLM_WORLAND,RM_WY_003,20,44.00472222,-107.94,,
Buffalo,RM_WY_003,20,44.35,-106.7,,
CODY AIRPORT,RM_WY_003,20,44.5153,-109.0283,,
Meeteetse,RM_WY_003,20,44.52,-109.1,,
NPS BHP LOVELL,RM_WY_003,40,44.87451,-108.29846,,
SHF Cody WAREHOUSE,RM_WY_003,20,44.5179,-109.0942,,
SHF DUBOIS WAREHOUSE,RM_WY_003,20,43.5358,-109.6292,,
SHF LANDER,RM_WY_003,20,42.8315,-108.731,,
SHF SUNLIGHT GS,RM_WY_003,90,44.7259,-109.554,,
SHF TIMBER CR GS,RM_WY_003,80,44.0461,-109.1796,,
SHF WAPITI GS,RM_WY_003,50,44.467,-109.6215,,
Tensleep,RM_WY_003,20,44.03,-107.45,,
Thermopolis,RM_WY_003,20,44.01,-107.95,,
WORLAND AIRPORT,RM_WY_003,20,43.97277778,-107.95,,
Bibb County AFC,SA_AL_001,0,32.9375,-87.1641,,
Black Warrior WC,SA_AL_001,60,34.344,-87.339,,
Brent WC,SA_AL_001,60,32.95292,-87.17442,,
Calhoun County AFC,SA_AL_001,0,33.8715,-85.7251,,
Cherokee County AFC,SA_AL_001,0,34.1565,-85.6959,,
Chilton County AFC,SA_AL_001,0,32.8373,-86.6325,,
Clay County AFC,SA_AL_001,0,33.3133,-85.7443,,
Cleburne County AFC,SA_AL_001,0,33.669,-85.5674,,
Covington County AFC,SA_AL_001,0,31.318,-86.4534,,
Dallas County AFC,SA_AL_001,0,32.5046,-86.9904,,
Escambia County AFC,SA_AL_001,0,31.1108,-87.0279,,
Franklin County AFC,SA_AL_001,0,34.4789,-87.8263,,
Hale County AFC,SA_AL_001,0,32.9977,-87.63,,
Horseshoe Bend NMP,SA_AL_001,0,32.9798,-85.7336,,
Lawrence County AFC,SA_AL_001,0,34.4652,-87.2587,,
Little River Canyon NPRES,SA_AL_001,0,34.39205,-85.61025,,
Macon County AFC,SA_AL_001,0,32.4812,-85.5602,,
Mtn. Longleaf Dispatch,SA_AL_001,0,33.725804,-85.797357,,
Open Pond WC,SA_AL_001,60,31.09472222,-86.54861,,
Perry County AFC,SA_AL_001,0,32.6142,-87.3215,,
Russell Cave NM,SA_AL_001,0,34.9801,-85.81057,,
Shoal Creek WC,SA_AL_001,75,33.64722222,-85.63444,,
Talladega County AFC,SA_AL_001,0,33.4332,-86.1338,,
Talladega WC,SA_AL_001,75,33.44111111,-86.08111,,
Tuscaloosa County AFC,SA_AL_001,0,33.2323,-87.6198,,
Tuskegee WC,SA_AL_001,0,32.478,-85.609,,
Wheeler Dispatch,SA_AL_001,0,34.547487,-86.951111,,
Winston County AFC,SA_AL_001,0,34.1446,-87.402,,
BAYOU WC,SA_AR_001,60,35.47583333,-92.97555556,,
BOSTON MOUNTAIN,SA_AR_001,60,35.5075,-93.84611111,,
BUFFALO POINT,SA_AR_001,60,36.08,-92.58,,
BUFFALO WC,SA_AR_001,60,35.83222222,-93.20861111,,
Caddo,SA_AR_001,60,34.33527778,-93.5413888,,
CLARKSVILLE HB,SA_AR_001,120,35.46777778,-93.4261111,,
COLDSPRING,SA_AR_001,60,35.04666667,-93.8630555,,
FOURCHE,SA_AR_001,60,34.93694444,-93.40611111,,
HOT SPRINGS,SA_AR_001,60,34.5,-93.16,,
JESSIEVILLE,SA_AR_001,60,34.70444444,-93.06305556,,
MAGAZINE WC,SA_AR_001,60,35.29333333,-93.70388889,,
Mena,SA_AR_001,60,34.58611111,-94.2130555,,
MENA_HB,SA_AR_001,120,34.55111111,-94.20972222,,
Oden,SA_AR_001,60,34.62361111,-93.8055555,,
PEA RIDGE,SA_AR_001,60,36.44,-94.03,,
PLEASANT HILL,SA_AR_001,60,35.50416667,-93.43,,
POTEAU,SA_AR_001,60,34.89583333,-94.0675,,
PRUITT,SA_AR_001,60,36.06,-93.14,,
ST FRANCIS WC,SA_AR_001,30,34.75777778,-90.7233,,
Stuggart_ARARS,SA_AR_001,30,34.5819,-91.5478,,
SYLAMORE WC,SA_AR_001,60,35.96416667,-92.2275,,
TYLER BEND,SA_AR_001,60,35.97,-92.76,,
WINONA,SA_AR_001,60,34.92972222,-92.8075,,
Womble,SA_AR_001,60,34.54361111,-93.6152777,,
Big Cypress Reservation,SA_FL_001,15,26.3166,-80.9666,,
Brighton Reservation,SA_FL_001,15,27.1083,-81.0833,,
Deep Lake Station,SA_FL_001,45,26.0427,-81.3427,,
Ding Darling Engine Bay,SA_FL_001,60,26.44797,-82.118328,,
East Everglades Station,SA_FL_001,30,25.61,-80.58,,
Fire Operation Center,SA_FL_001,45,25.9559,-81.355,,
Florida Panther Helibase,SA_FL_001,30,26.182311,-81.347422,,
Homestead Airport,SA_FL_001,60,25.5016,-80.5563,,
Immokalee Regional Airport,SA_FL_001,60,26.4332,-81.4013,,
Loxahatchee Shop,SA_FL_001,30,26.501,-80.218,,
Oasis Ranger Station,SA_FL_001,45,25.8573,-81.0337,,
Robertson Engine Bay,SA_FL_001,60,25.39,-80.68,,
Roth Work Center,SA_FL_001,45,26.175,-81.345833,,
Cumberland Is - Candler Airfie,SA_FL_002,60,30.92758333,-81.43488889,,
Cumberland Is - Settlement Fir,SA_FL_002,60,30.92316667,-81.43494444,,
Cumberland Is. - Dungeness Car,SA_FL_002,60,30.74666667,-81.46822222,,
Cumberland Is. - Nightengale W,SA_FL_002,60,30.75616667,-81.47108333,,
Lake City DOF,SA_FL_002,60,30.1837,-82.5911,,
Lk City Helibase,SA_FL_002,60,30.18697,-82.58362,,
Macclenny County,SA_FL_002,60,30.2822,-82.1239,,
Okefenokee Dispatch Admin,SA_FL_002,60,30.74026,-82.12708,,
Olustee,SA_FL_002,60,30.20338,-82.43324,,
Pine Top DOF,SA_FL_002,60,30.2731,-82.1799,,
Pinhook DOF,SA_FL_002,60,30.51561,-82.23595,,
Boat launch for air boat,SA_FL_003,120,28.64206667,-80.73016667,,
Canaveral North,SA_FL_003,45,28.9269,-80.824,,
Canaveral SD,SA_FL_003,45,28.64453611,-80.68330556,,
Central Helibase,SA_FL_003,60,29.1064,-81.62878,,
Co Lk FD 12 Astor,SA_FL_003,45,29.1581,-81.5584,,
Co Lk FD 21 Paisley,SA_FL_003,45,28.9822,-81.5418,,
Co MC FD 15 Salt Springs,SA_FL_003,45,29.3643,-81.7404,,
Co MC FD 4 East Marion,SA_FL_003,45,29.1813,-81.8882,,
Co MC FD 7 Fort McCoy,SA_FL_003,45,29.3684,-81.9396,,
DOF Candler,SA_FL_003,60,28.9825,-81.963,,
DOF Fort McCoy,SA_FL_003,60,29.3621,-81.9846,,
DOF Ocala,SA_FL_003,60,29.1896,-82.1001,,
DOF Paisley,SA_FL_003,60,28.9927,-81.5455,,
Lake Bryant WC,SA_FL_003,60,29.1746,-81.8681,,
Lake Woodruff,SA_FL_003,45,29.10946389,-81.36645556,,
Merritt Island,SA_FL_003,45,28.64205556,-80.73016667,,
MI Helibase,SA_FL_003,45,28.6421,-80.7302,,
Okefenokee Dispatch,SA_FL_003,60,30.7403,-82.1271,,
Pittman WC,SA_FL_003,60,29.00412,-81.64091,,
Roth Work Center,SA_FL_003,60,26.175,-81.3458,,
Apalach,SA_FL_004,60,30.28833333,-85.01666667,,
Lower Suwannee Dispatch,SA_FL_004,60,29.37611111,-83.04388889,,
St Marks Dispatch,SA_FL_004,30,30.19244444,-84.21213889,,
St Vincent Dispatch,SA_FL_004,60,30.06916667,-85.17361111,,
Tallahassee Helibase,SA_FL_004,60,30.395,-84.34833333,,
Wakulla Work Center,SA_FL_004,60,30.305,-84.42333333,,
Glassy heli-base,SA_GA_001,60,34.845,-83.50055556,,
Oconee,SA_GA_001,15,33.4125,-83.38194444,,
Piedmont,SA_GA_001,15,33.10055556,-83.66833333,,
Big Swag,SA_KY_001,30,36.875,-84.42333333,,
Cumberland,SA_KY_001,60,38.122,-83.5161,,
Cumberland Gap,SA_KY_001,30,36.60416667,-83.69638889,,
Golden Pond,SA_KY_001,30,36.78,-88.06,,
Golden Pond*,SA_KY_001,30,36.77633333,-88.05908333,,
London,SA_KY_001,30,37.09694444,-84.068,,
Mammoth Cave HQ,SA_KY_001,30,37.19,-86.1,,
Mammoth Cave HQ*,SA_KY_001,30,37.18833333,-86.10333333,,
Oneida,SA_KY_001,60,36.46888889,-84.65055556,,
Redbird,SA_KY_001,60,37.1398,-83.5915,,
Stearns,SA_KY_001,30,36.7636,-84.4706,,
Stearns NPS,SA_KY_001,60,36.73,-84.46722222,,
Big Branch Dispatch,SA_LA_001,60,30.322,-89.9374,,
Slidell Forestry Commission,SA_LA_001,60,30.2747,-89.7793,,
Catahoula RD WC,SA_LA_003,30,31.50194444,-92.45944444,,
D'Arbonne,SA_LA_003,60,32.3841,-92.1861,,
Evangeline Unit WC,SA_LA_003,45,31.21,-92.64666667,,
Felsenthal Dispatch,SA_LA_003,20,33.14944444,-92.06027778,,
Kisatchie RD WC Bellwood,SA_LA_003,30,31.49083333,-93.18916667,,
Louisiana Coordination Center,SA_LA_003,30,31.21,-92.2608,,
"Vernon Unit WC, Ft. Polk",SA_LA_003,45,31.029583,-93.20819444,,
Winn RD WC @ Gum Sprgs,SA_LA_003,30,31.89681667,-92.78318333,,
AA Co - Laurel FD,SA_MD_001,10,39.101,-76.8193,,
AmeriCorps Perry Point,SA_MD_001,120,39.5458,-76.0625,,
Back Bay NWR Dispatch,SA_MD_001,120,36.6621,-75.9114,,
Berlin VFD,SA_MD_001,20,38.2962,-75.2203,,
Blackwater Dispatch,SA_MD_001,20,38.4475,-76.09277778,,
Bucktown VFD,SA_MD_001,20,38.4591,-76.0313,,
Burrowsville VFD,SA_MD_001,20,37.2167,-77.0998,,
Cambridge VFD,SA_MD_001,10,38.5702,-76.0764,,
Charles City VFD,SA_MD_001,20,37.3936,-77.0964,,
Cheriton VFD,SA_MD_001,20,37.283,-75.9714,,
Chesapeake VFD,SA_MD_001,20,36.7356,-76.346,,
Chincoteague Dispatch,SA_MD_001,30,37.90805556,-75.35527778,,
Chincoteague VFD,SA_MD_001,20,37.9342,-75.3766,,
Church Creek VFD,SA_MD_001,20,38.5026,-76.1518,,
Colonial Beach VFD,SA_MD_001,20,38.2546,-76.9661,,
Colonial NHP,SA_MD_001,30,37.22143611,-76.51648889,,
Ewell VFD,SA_MD_001,20,37.9958,-76.0327,,
Fort Meade FD,SA_MD_001,10,39.0908,-76.7112,,
Gates County VFD,SA_MD_001,20,36.3997,-76.7507,,
Great Dismal Swamp Dispatch,SA_MD_001,10,36.61271667,-76.55511667,,
HeloAir-Richmond,SA_MD_001,30,37.5181,-77.3309,,
Hoopers Island VFD,SA_MD_001,20,38.2844,-76.187,,
Lakes&Straits VFD,SA_MD_001,20,38.2841,-76.0797,,
LaPlata VFD,SA_MD_001,20,38.5448,-76.9791,,
Leipsic VFD,SA_MD_001,20,39.2407,-75.5132,,
Linkwood VFD,SA_MD_001,20,38.5331,-75.94,,
LittleCreek VFD,SA_MD_001,20,39.1647,-75.448,,
Madison VFD,SA_MD_001,20,38.4935,-76.2523,,
MDFS-Charles Co,SA_MD_001,20,38.5292,-76.618,,
MDFS-Dorchester Co,SA_MD_001,20,38.4913,-76.1309,,
MDFS-Kent Co,SA_MD_001,20,39.0452,-76.0649,,
MDFS-Worcester Co,SA_MD_001,20,38.1318,-75.4375,,
Memorial VFD,SA_MD_001,20,38.9132,-75.3051,,
Milton VFD,SA_MD_001,20,38.7775,-75.3096,,
NCFS Elizabeth City,SA_MD_001,30,36.3473,-76.278,,
Oak Grove VFD,SA_MD_001,20,38.1981,-76.9873,,
OceanCity FD,SA_MD_001,10,38.3442,-75.0794,,
Poquoson Fire Department,SA_MD_001,20,37.1278,-76.3612,,
Port Royal VFD,SA_MD_001,20,38.3049,-77.4817,,
PrinceGeorge Co - Bowie VFD,SA_MD_001,20,39.0943,-76.8756,,
Rappahannocl NWR Dispatch,SA_MD_001,120,38.0227,-76.875,,
RockHall VFD,SA_MD_001,20,39.1392,-76.2272,,
Smyrna VFD,SA_MD_001,20,39.3004,-75.6069,,
South Mills VFD,SA_MD_001,20,36.4456,-76.3314,,
Suffolk Fire Department,SA_MD_001,10,36.7226,-76.57,,
Taylors Island VFD,SA_MD_001,20,38.438,-76.2826,,
Tylerton VFD,SA_MD_001,20,37.967,-76.023,,
VA Beach City F.D.,SA_MD_001,10,36.7459,-75.9458,,
VA DOF Accomac,SA_MD_001,20,37.72,-75.701,,
VA DOF Tappahannock,SA_MD_001,20,37.9211,-76.8617,,
VA DOF Waverly,SA_MD_001,20,37.0334,-77.094,,
VADOF-Montross,SA_MD_001,20,38.1129,-76.7798,,
VB City Municipal F.D.,SA_MD_001,10,36.7507,-76.0553,,
VB DOF,SA_MD_001,20,36.7809,-76.1042,,
Westmoreland FD,SA_MD_001,20,38.0918,-76.8266,,
Williamsburg FD,SA_MD_001,10,37.2761,-76.7079,,
Airey Workcenter,SA_MS_001,60,30.69413,-89.06704,,
Ashe Nursery,SA_MS_001,60,31.0252,-89.16437,,
Davis Bayou,SA_MS_001,60,30.38683,-88.78873,,
Paret Workcenter,SA_MS_001,60,31.087,-89.05077,,
Sandhill Crane Fire Center,SA_MS_001,60,30.44981,-88.66084,,
Wausau Workcenter,SA_MS_001,60,31.5288,-88.8925,,
Bienville Workcenter,SA_MS_002,30,32.35330556,-89.46955556,,
Choctaw Band,SA_MS_002,30,32.78482778,-89.22798889,,
Homochitto Workcenter,SA_MS_002,30,31.41,-90.84694444,,
Kosciusko,SA_MS_002,30,33.037,-89.5798,,
Meriweather Lewis,SA_MS_002,30,35.51,-87.46,,
Meriweather Lewis*,SA_MS_002,30,35.5095,-87.4575,,
Natchez,SA_MS_002,30,31.6876,-91.1877,,
Noxubee,SA_MS_002,30,33.282,-88.8133,,
Potts Camp,SA_MS_002,30,34.64916667,-89.30888889,,
Tombigbee Workcenter,SA_MS_002,30,33.28055556,-89.13888889,,
Tupelo,SA_MS_002,30,34.3304,-88.7076,,
CAROLINA SANDHILLS DISPATCH,SA_NC_001,60,34.50663889,-80.2183888,,
PEE DEE DISPATCH,SA_NC_001,60,35.05946667,-80.09321667,,
UwharrieWCDispatch,SA_NC_001,120,35.36277778,-79.8652777,,
Alligator River Dispatch,SA_NC_002,60,35.8545,-75.863,,
Bodie Island RS,SA_NC_002,60,35.8861,-75.5855,,
Cedar Island HQ,SA_NC_002,60,34.95655556,-76.27833333,,
Cherry Point,SA_NC_002,60,34.9007,-76.8962,,
Croatan Work Center,SA_NC_002,60,34.99194444,-76.98111111,,
Harker's Island Dispatch,SA_NC_002,60,34.6867,-76.528,,
Hatteras RS,SA_NC_002,60,35.256,-75.527,,
Mackay Island,SA_NC_002,60,36.51772222,-75.92830556,,
Mattamuskeet Shop,SA_NC_002,60,35.45125,-76.17633333,,
NCFS Carteret County,SA_NC_002,60,34.814,-76.6769,,
NCFS Currituck County,SA_NC_002,60,36.3952,-76.0172,,
NCFS Dare Bombing Range,SA_NC_002,60,35.698,-75.773,,
NCFS Dare County Office,SA_NC_002,60,35.9178,-75.7015,,
NCFS Hyde County,SA_NC_002,60,35.5503,-76.44,,
NCFS Tyrrell County,SA_NC_002,60,35.8632,-76.2178,,
NCFS Washington County,SA_NC_002,60,35.9165,-76.4703,,
Ocracoke RS,SA_NC_002,60,35.112,-75.976,,
Pocosin Fire Control,SA_NC_002,60,35.6525,-76.58666667,,
Roanoke River Boat,SA_NC_002,60,35.99941667,-76.948222,,
Windsor Office,SA_NC_002,60,35.99941667,-76.94822222,,
Ada Ground Base,SA_OK_001,10,34.78972222,-96.65194444,,
Adamson Unit,SA_OK_001,15,34.924,-95.5472,,
Antlers Ground Base,SA_OK_001,120,34.23216,-95.64106,,
Antlers Unit,SA_OK_001,15,34.2312,-95.6203,,
Ardmore Ground Base,SA_OK_001,110,34.174,-97.143,,
Atoka Ground Base,SA_OK_001,120,34.48732,-96.04931,,
Battiest Unit,SA_OK_001,15,34.3934,-94.925,,
Big Cedar Unit,SA_OK_001,15,34.6459,-94.6488,,
BIG CEDAR WC,SA_OK_001,15,34.64888889,-94.70027778,,
Bridge Creek Local FD,SA_OK_001,20,35.235,-97.736,,
Broken Bow Ground Base,SA_OK_001,120,33.9569136,-94.7544896,,
Broken Bow Unit,SA_OK_001,15,34.3965,-95.0119,,
BROKEN BOW WC,SA_OK_001,15,34.1469,-94.7411,,
Buffalo Valley FD,SA_OK_001,20,34.732,-95.1897,,
Byars Local VFD,SA_OK_001,20,34.874,-97.049,,
CHOCTAW WC,SA_OK_001,15,34.81138889,-94.64361111,,
Clayton FD,SA_OK_001,20,34.5868,-95.3546,,
Clayton Unit,SA_OK_001,15,34.5868,-95.3546,,
Cloudy Unit,SA_OK_001,15,34.302,-95.2811,,
Cravens FD,SA_OK_001,20,34.8933,-95.0968,,
Daisy Unit,SA_OK_001,15,34.5359,-95.7397,,
Davis Local FD,SA_OK_001,15,34.504,-97.119,,
Dillard Local VFD,SA_OK_001,20,34.187,-97.405,,
Durant Ground Base,SA_OK_001,120,33.95325,-96.41583,,
Eagletown Unit,SA_OK_001,15,34.0343,-94.575,,
Farris Unit,SA_OK_001,15,34.2626,-95.8667,,
Four Corners Unit,SA_OK_001,15,34.8067,-95.6014,,
Hartshorne FD,SA_OK_001,0,34.8445,-95.5544,,
Haworth Unit,SA_OK_001,15,33.8465,-94.6527,,
Heavener FD,SA_OK_001,20,34.8897,-94.6024,,
Heavener Unit,SA_OK_001,15,34.8892,-94.6008,,
Honobia Unit,SA_OK_001,15,34.539,-94.9375,,
Hugo Ground Base,SA_OK_001,120,34.01517,-95.49976,,
Idabell VFD,SA_OK_001,20,33.8931,-94.8267,,
Kinta Unit,SA_OK_001,15,35.1192,-95.2378,,
Madill VFD,SA_OK_001,20,34.092,-96.7712,,
McAlester Ground Base,SA_OK_001,20,34.88653,-95.78602,,
MENA HELI BASE,SA_OK_001,60,34.55111111,-94.20972222,,
Mt Herman Unit,SA_OK_001,15,34.3059,-94.8144,,
Nashoba Unit,SA_OK_001,15,34.482,-95.2152,,
Pickens Unit,SA_OK_001,15,34.3965,-95.0119,,
Poteau Ground Base,SA_OK_001,120,35.0221,-94.66098,,
Poteau Unit,SA_OK_001,15,35.0537,-94.6236,,
Quinton Unit,SA_OK_001,15,35.1228,-95.3711,,
Ratliff City Ground Base,SA_OK_001,60,34.448,-97.509,,
Red Oak Unit,SA_OK_001,15,34.9509,-95.0803,,
Rose Hill Unit,SA_OK_001,15,35.1228,-95.1033,,
Sequoyah NWR,SA_OK_001,20,35.4476,-95.2973,,
Shady Grove FD,SA_OK_001,20,35.005,-95.3698,,
Sobol Unit,SA_OK_001,15,34.1612,-95.2386,,
Spiro FD,SA_OK_001,20,35.2409,-94.6184,,
Stigler VFD,SA_OK_001,15,35.254,-95.1257,,
Stringtown Unit,SA_OK_001,15,34.4667,-96.0533,,
Sulphur FD,SA_OK_001,10,34.507,-96.968,,
Sulphur Ground Base,SA_OK_001,120,34.500833,-96.974444,,
Summerfield Unit,SA_OK_001,15,34.8987,-94.8661,,
Talihina FD,SA_OK_001,20,34.7579,-95.0408,,
Talihina Unit,SA_OK_001,15,34.7578,-95.0407,,
Tallihina Ground Base,SA_OK_001,20,34.75166667,-95.04527778,,
Tannehill FD,SA_OK_001,20,35.0006,-95.8499,,
Thackerville Local VFD,SA_OK_001,20,33.793,-97.142,,
TIAK WC,SA_OK_001,15,33.83694444,-94.70527778,,
TISHOMINGO NWR,SA_OK_001,30,34.1956,-96.6092,,
Tishomingo VFD,SA_OK_001,20,34.2359,-96.6818,,
Tom Ground Base,SA_OK_001,120,33.70199,-94.61141,,
Union Valley Local VFD,SA_OK_001,20,34.652,-96.525,,
Watson Unit,SA_OK_001,15,34.4373,-94.5575,,
WEBBER FALLS,SA_OK_001,15,35.5114,-95.129,,
Westend FD,SA_OK_001,20,34.913,-95.4217,,
Wilburton FD,SA_OK_001,0,34.9187,-95.3135,,
Wilburton Unit,SA_OK_001,15,34.9188,-95.3134,,
Wright City FD,SA_OK_001,20,34.0676,-95.0039,,
Wright City Unit,SA_OK_001,15,34.0676,-95.0039,,
Yanush Unit,SA_OK_001,15,34.7098,-95.3139,,
Adair VFD,SA_OK_002,20,36.4384,-95.2728,,
Afton VFD,SA_OK_002,20,36.6946,-94.9629,,
BARNSDALL VFD,SA_OK_002,20,36.561,-96.161,,
Bartlesville VFD,SA_OK_002,20,36.7438,-95.98,,
Bell VFD,SA_OK_002,20,35.7181,-94.5761,,
Braggs VFD,SA_OK_002,20,36.6692,-95.1964,,
BRENT VFD,SA_OK_002,20,35.46,-94.787,,
BRUSHY VFD,SA_OK_002,20,35.814,-94.628,,
Bunch VFD,SA_OK_002,20,35.6922,-94.7665,,
BVILLE SEAT BASE,SA_OK_002,20,36.747,-95.98,,
Chelsea VFD,SA_OK_002,20,36.5357,-95.4329,,
CHEROKEE GROUND BASE,SA_OK_002,20,35.814,-94.787,,
Christie VFD,SA_OK_002,20,35.9633,-94.6879,,
CLEVELAND FD,SA_OK_002,20,36.31,-96.463,,
Cookson VFD,SA_OK_002,20,35.7097,-94.9186,,
Copan VFD,SA_OK_002,20,36.8978,-95.9256,,
FAIRFAX VFD,SA_OK_002,20,36.573,-96.703,,
FLATROCK VFD,SA_OK_002,20,36.185,-95.342,,
Fort Gibson VFD,SA_OK_002,20,35.7975,-95.2506,,
GIDEON VFD,SA_OK_002,20,35.915,-94.969,,
Gore VFD,SA_OK_002,20,35.5298,-95.1167,,
GRAYHORSE VFD,SA_OK_002,20,36.667,-96.336,,
Greasy VFD,SA_OK_002,20,35.6672,-94.7006,,
GREEN COUNTRY VFD,SA_OK_002,20,36.414,-96.395,,
Grove VFD,SA_OK_002,20,36.5942,-94.771,,
HOMINY FD,SA_OK_002,20,36.414,-96.395,,
HOMINY RANCHERS VFD,SA_OK_002,20,36.414,-96.395,,
Hulbert VFD,SA_OK_002,20,35.9341,-95.1449,,
Jay VFD,SA_OK_002,20,36.4216,-94.7978,,
Kansas VFD,SA_OK_002,20,36.3048,-94.8058,,
KENWOOD VFD,SA_OK_002,15,36.3397,-94.8111,,
Ketchum VFD,SA_OK_002,20,36.5244,-95.0242,,
Lenapah VFD,SA_OK_002,20,36.8519,-95.6365,,
Locust Grove VFD,SA_OK_002,20,36.1998,-95.1685,,
MIAMI GROUND BASE,SA_OK_002,20,36.874,-94.877,,
Morgan's Corner VFD,SA_OK_002,20,36.3676,-96.2138,,
MULDROW FD,SA_OK_002,20,35.406,-94.598,,
Negaloney VFD,SA_OK_002,20,36.6293,-96.2432,,
Nowata VFD,SA_OK_002,20,36.7046,-95.6439,,
OK-NEU-BELL,SA_OK_002,15,35.7322,-94.5461,,
OK-NEU-BOX,SA_OK_002,15,35.5803,-94.9761,,
OK-NEU-BUNCH,SA_OK_002,15,35.6828,-94.7606,,
OK-NEU-CAYUGA,SA_OK_002,15,36.6247,-94.7114,,
OK-NEU-CHANCE,SA_OK_002,15,36.0603,-94.6553,,
OK-NEU-GIDEON,SA_OK_002,15,36.0083,-95.0325,,
OK-NEU-JAY,SA_OK_002,15,36.4333,-94.8003,,
OK-NEU-KENWOOD,SA_OK_002,15,36.3397,-94.8111,,
OK-NEU-LOCUST GROVE,SA_OK_002,15,36.1197,-95.1589,,
OK-NEU-PARK HILL,SA_OK_002,15,35.8575,-95.9792,,
OK-NEU-PROCTOR,SA_OK_002,15,35.9658,-94.7761,,
OK-NEU-SALLISAW,SA_OK_002,15,35.4658,-94.7878,,
Oologah VFD,SA_OK_002,20,36.4469,-95.7086,,
OSAGE GROUND BASE,SA_OK_002,20,36.667,-96.336,,
OSAGE HILLS VFD,SA_OK_002,20,36.667,-96.336,,
Pawhuska VFD,SA_OK_002,20,36.666,-96.3407,,
Peggs VFD,SA_OK_002,20,35.0812,-95.1004,,
Peoria VFD,SA_OK_002,20,36.8714,-94.6724,,
Pershing VFD,SA_OK_002,20,36.594,-96.2742,,
Pryor FD,SA_OK_002,20,36.307,-95.3143,,
Roland VFD,SA_OK_002,20,35.4217,-94.5136,,
Shady Grove VFD,SA_OK_002,20,35.4392,-95.4117,,
Stillwell VFD,SA_OK_002,20,35.8177,-94.6306,,
Tahlequah FD,SA_OK_002,20,35.9133,-94.9745,,
TRI COMMUNITY VFD,SA_OK_002,20,35.814,-94.628,,
Vian VFD,SA_OK_002,20,35.4996,-94.9702,,
Vinita VFD,SA_OK_002,20,36.6394,-95.1545,,
Warner VFD,SA_OK_002,20,35.4936,-95.3101,,
Watts VFD,SA_OK_002,20,36.0947,-94.5896,,
WEBBER FALLS VFD,SA_OK_002,20,35.5114,-95.129,,
Welch VFD,SA_OK_002,20,36.8747,-95.0965,,
Welling VFD,SA_OK_002,20,35.8809,-94.9014,,
Westville VFD,SA_OK_002,20,35.9903,-94.5711,,
Bowlegs VFD,SA_OK_003,15,35.146,-96.669,,
DEEP FORK NWR,SA_OK_003,15,35.5887,-95.9973,,
Drumright VFD,SA_OK_003,15,35.988,-96.6,,
Hitchita VFD,SA_OK_003,15,35.519,-95.571,,
Konawa VFD,SA_OK_003,15,34.959,-96.752,,
Lotawatah VFD,SA_OK_003,30,35.47,-95.522,,
MORRIS VFD,SA_OK_003,20,35.6057,-95.8602,,
Muskogee SEAT Base,SA_OK_003,30,35.747,-95.369,,
Okemah VFD,SA_OK_003,15,35.432,-96.304,,
OKMULGEE FD,SA_OK_003,20,35.625,-95.9705,,
Okmulgee Ground Base,SA_OK_003,15,35.623,-95.96,,
OK-NEU-BOX,SA_OK_003,15,35.5803,-94.9761,,
Onapa VFD,SA_OK_003,15,35.47,-96.304,,
Paradise Point VFD,SA_OK_003,15,35.47,-96.304,,
SCHULLER VFD,SA_OK_003,20,35.5135,-95.9565,,
STIGLER,SA_OK_003,20,35.254,-95.1257,,
Strother VFD,SA_OK_003,15,35.224,-96.67,,
Sunrise VFD,SA_OK_003,15,35.432,-96.304,,
Texanna VFD,SA_OK_003,15,35.287,-95.582,,
Tiger Mountain VFD,SA_OK_003,15,35.439,-95.981,,
Wagoner FD,SA_OK_003,15,35.959,-95.369,,
WEBBERS FALLS,SA_OK_003,20,35.5114,-95.129,,
Wewoka Ground Base,SA_OK_003,15,35.158,-96.493,,
ACME VFD,SA_OK_005,15,34.7976,-98.0014,,
ALDEN VFD,SA_OK_005,15,34.9711,-98.5853,,
Anadarko Ground Base (BIA),SA_OK_005,15,35.08361111,-98.24333333,,
ANADARKO VFD,SA_OK_005,15,35.0717,-98.245,,
APACHE VFD,SA_OK_005,15,34.8942,-98.3608,,
BINGER VFD,SA_OK_005,15,35.3089,-98.3436,,
Butler VFD,SA_OK_005,20,35.637,-99.182,,
Cache VFD,SA_OK_005,10,34.6291,-98.6322,,
CARNEGIE VFD,SA_OK_005,15,36.1017,-98.6033,,
