DISPATCH LOCATION NAME,FPU,CALLBACK DELAY,LATITUDE,LONGITUDE,,
Hibbing Air Tanker Base,EA_MN_001,30,47.3942996,-92.842896,,
Hill City Helibase,EA_MN_001,0,46.99,-93.61,,
Isabella Work Center,EA_MN_001,0,47.61722,-91.35472,,
Kawishiwi Helibase-Beavers,EA_MN_001,0,47.9033,-91.867,,
Kawishiwi Ranger Station,EA_MN_001,0,47.90333,-91.86695,,
LaCroix District Office,EA_MN_001,0,47.8525,-92.68964,,
Laurentian District Office,EA_MN_001,0,47.53,-92.23694,,
Leech Lake,EA_MN_001,0,47.37166667,-94.61222222,,
Marcell Work Center,EA_MN_001,0,47.59306,-93.69056,,
Mille Lacs,EA_MN_001,0,46.17783333,-93.74733333,,
Princeton Helibase,EA_MN_001,0,45.58,-93.6,,
Rice Lake NWR,EA_MN_001,0,46.53985,-93.32628333,,
Rock Harbour,EA_MN_001,0,48.1447,-88.4878,,
Sand Lake Guard Station,EA_MN_001,0,47.6577,-92.62205,,
Sandstone Helibase,EA_MN_001,0,46.12,-92.86,,
Seagull,EA_MN_001,0,48.118,-90.836,,
Shagawa Floatplane Base,EA_MN_001,0,47.90833333,-91.88333333,,
Sherburne NWR,EA_MN_001,0,45.53027778,-93.7511111,,
Tofte Ranger Station,EA_MN_001,0,47.57389,-90.83625,,
VOP Ash River,EA_MN_001,0,48.434,-92.855,,
Walker District Office,EA_MN_001,0,47.09594,-94.58021,,
Agassiz NWR,EA_MN_002,30,48.30096,-95.980042,,
Bemidji BIA Airtanker Base,EA_MN_002,30,47.473611,-94.880278,,
Bemidji MNDNR Tanker Base,EA_MN_002,30,47.473611,-94.880278,,
Big Stone NWR,EA_MN_002,20,45.25973,-96.339,,
Detroit Lakes Wetland District,EA_MN_002,15,46.8489,-95.8382833,,
Fergus Falls Wetlands Manageme,EA_MN_002,30,46.2610225,-96.0517088,,
Glacial Ridge NWR,EA_MN_002,30,47.658,-96.106,,
Litchfield Wetlands Management,EA_MN_002,20,45.09666667,-94.50666667,,
Minnesota Valley NWR,EA_MN_002,20,44.85972222,-93.21666667,,
MN Valley NWR -Shakopee,EA_MN_002,20,44.7967,-93.4414,,
Morris Wetland Management Dist,EA_MN_002,30,45.57075606,-95.8250042,,
Naytahwaush,EA_MN_002,15,47.26121667,-95.6279,,
Pipestone National Monument,EA_MN_002,15,44.0133,-96.3253,,
Red Lake,EA_MN_002,15,47.87616667,-95.0155,,
Red Lake-Ponemah,EA_MN_002,20,48.01983333,-94.91266667,,
Roseau Helibase,EA_MN_002,60,48.86,-95.76,,
Tamarac NWR,EA_MN_002,15,46.96005556,-95.64813889,,
VFD Blue Earth,EA_MN_002,30,43.6373,-94.098,,
VFD Faribault,EA_MN_002,30,44.2968,-93.2753,,
VFD Green Island,EA_MN_002,30,44.6781,-94.0064,,
VFD Rollingstone,EA_MN_002,30,44.1004,-91.8196,,
Windom Wetland District,EA_MN_002,30,43.84132093,-95.0880459,,
Winona District NWR,EA_MN_002,20,44.05,-91.65,,
ACW-Ava,EA_MO_001,15,36.94411111,-92.66075,,
ACW-Cassville,EA_MO_001,15,36.67311111,-93.85933333,,
Big Muddy,EA_MO_001,15,38.9125,-92.27416667,,
EA_MO_001Supervisors Office,EA_MO_001,15,37.94652778,-91.78769444,,
Eleven Point-Doniphan,EA_MO_001,15,36.64666667,-90.78638889,,
Eleven Point-Winona,EA_MO_001,15,37.01405556,-91.32347222,,
Federicktown,EA_MO_001,15,37.55777778,-90.31333333,,
Fulton MDC,EA_MO_001,15,38.847,-91.9483,,
Great Rivers,EA_MO_001,15,39.26548889,-90.82745833,,
Houston/Rolla-Houston,EA_MO_001,15,37.32144444,-91.95630556,,
Houston/Rolla-Rolla,EA_MO_001,15,37.94652778,-91.78769444,,
Mingo,EA_MO_001,15,36.94564444,-90.21054444,,
OZP-Big Spring,EA_MO_001,15,36.95930556,-90.989,,
Poplar Bluff,EA_MO_001,15,36.76305556,-90.41052778,,
Potosi,EA_MO_001,15,37.94155556,-90.79813889,,
Potosi-Czar Tower,EA_MO_001,15,37.77186111,-91.10283333,,
Roby Tower,EA_MO_001,15,37.53569444,-92.12597222,,
Rolla Helibase,EA_MO_001,15,37.93619444,-91.81241667,,
Salem,EA_MO_001,15,37.63477778,-91.53605556,,
Squaw Creek,EA_MO_001,15,40.08333333,-95.23333333,,
Swan Lake,EA_MO_001,15,39.65959167,-93.24488889,,
Wilson s Creek,EA_MO_001,15,37.10661111,-91.41319444,,
Baring VFD,EA_NH_001,20,45.1333,-67.3108,,
Bartlett VFD,EA_NH_001,20,44.0777,-71.2827,,
BasomNY VFD,EA_NH_001,10,43.0672,-78.3919,,
Bennington VFD,EA_NH_001,20,42.8911,-73.208,,
Bethel VFD,EA_NH_001,20,44.4042,-70.7906,,
Bethlehem VFD,EA_NH_001,20,44.2803,-71.6881,,
Centereach FD LI,EA_NH_001,10,40.8485,-73.0996,,
Charlotte VFD,EA_NH_001,20,45.0208,-67.2458,,
Chatham VFD,EA_NH_001,10,41.6772,-69.9642,,
Conway VFD,EA_NH_001,20,43.9786,-71.1188,,
CoveNeckLI,EA_NH_001,10,40.8814,-73.4997,,
Dennysville VFD,EA_NH_001,20,44.9028,-67.2294,,
EA_NH_001Loring VFD,EA_NH_001,10,46.9397,-67.8917,,
East Falmouth FD,EA_NH_001,10,41.5714,-70.5611,,
Errol VFD,EA_NH_001,20,44.7803,-71.1358,,
Fairfield FD,EA_NH_001,10,44.5878,-69.5499,,
Farmingville FD LI,EA_NH_001,10,40.8312,-73.0297,,
Fort Devens FD,EA_NH_001,10,42.5372,-71.6158,,
Gorham VFD,EA_NH_001,20,44.3877,-71.1731,,
Hagerman FD LI,EA_NH_001,10,40.8575,-72.9664,,
HighgateVT VFD,EA_NH_001,20,44.9394,-73.0436,,
Interlaken VFD,EA_NH_001,20,42.6181,-76.7242,,
Kennebunk VFD,EA_NH_001,10,43.385,-70.5433,,
Lancaster VFD,EA_NH_001,20,44.4889,-71.5692,,
Limestone VFD,EA_NH_001,20,46.9114,-67.825,,
Lincoln VFD,EA_NH_001,20,44.045,-71.6706,,
Lodi VFD,EA_NH_001,20,42.6133,-76.8242,,
Lovell VFD,EA_NH_001,20,44.1267,-70.8917,,
MA Eastham FD,EA_NH_001,20,41.8314,-69.9736,,
MA Provincetown FD,EA_NH_001,20,42.0494,-70.0742,,
MACCP - Cape Cod,EA_NH_001,0,41.9058988,-69.9774038,,
Mashpee FD,EA_NH_001,10,41.6497,-70.4822,,
Matunuck VFD,EA_NH_001,10,41.3789,-71.5458,,
Maynard FD,EA_NH_001,10,42.4256,-71.4572,,
ME - Bar Harbor FD,EA_NH_001,0,44.388,-68.2057,,
ME - Blue Hill VFD,EA_NH_001,20,44.4125,-68.5867,,
ME - Calais FD,EA_NH_001,0,45.1793,-67.2864,,
ME - Cranberry Isles VFD,EA_NH_001,20,44.2619,-68.2339,,
ME - Gouldsboro VFD,EA_NH_001,20,44.4069,-68.0272,,
ME - Isle au Haut VFD,EA_NH_001,20,44.0767,-68.6281,,
ME - Mount Desert FD,EA_NH_001,20,44.2942,-68.2872,,
ME - Southwest Harbor VFD,EA_NH_001,20,44.2835,-68.3273,,
ME - Swans Island VFD,EA_NH_001,20,44.1653,-68.4165,,
ME - Tremont VFD,EA_NH_001,20,44.2364,-68.3439,,
ME - Trenton VFD,EA_NH_001,20,44.4377,-68.3746,,
ME - Winter Harbor VFD,EA_NH_001,20,44.3941,-68.0858,,
MEACP - Mount Desert Island,EA_NH_001,30,44.37388889,-68.25916667,,
MEACP- Isle au Haut,EA_NH_001,30,44.0686,-68.64166667,,
MEACP- Schoodic,EA_NH_001,30,44.3366,-68.058,,
MEMHR- Moosehorn,EA_NH_001,0,45.11416667,-67.28138889,,
Mendon VFD,EA_NH_001,20,43.65,-72.8947,,
MERCR- Rachel Carson,EA_NH_001,0,43.34722222,-70.5475,,
MES Central -OT,EA_NH_001,0,44.94861111,-68.66444444,,
MES- Greenville,EA_NH_001,0,45.46194444,-69.59555556,,
MES- Northern Region,EA_NH_001,0,46.60027778,-68.3925,,
MES- Southern Region,EA_NH_001,0,44.33361111,-69.3925,,
MESHR-Sunkhaze,EA_NH_001,30,44.0994036,-69.1089074,,
Middlebury VFD,EA_NH_001,20,44.0019,-73.1456,,
Milbridge Boat-VFD,EA_NH_001,20,44.5386,-67.8828,,
MilfordME VFD,EA_NH_001,10,44.9439,-68.6453,,
Montezuma VFD,EA_NH_001,20,43.0081,-76.7014,,
Montezumma NWR,EA_NH_001,20,42.9655982,-76.7396088,,
Nantucket VFD,EA_NH_001,20,41.3258,-69.9969,,
Narragansett VFD,EA_NH_001,20,41.4497,-71.4489,,
Newburyport FD,EA_NH_001,10,42.8042,-70.8844,,
NewingtonVFD,EA_NH_001,10,43.1061,-71.8303,,
NewportRI FD,EA_NH_001,10,41.4953,-71.3072,,
NHWMF- Ammonoosuc Ranger Distr,EA_NH_001,20,44.25583333,-71.6325,,
NHWMF- Androscoggin Ranger Dis,EA_NH_001,20,44.38166667,-71.17361111,,
NHWMF- Pemigewasset Ranger Dis,EA_NH_001,20,43.8647,-71.6366,,
NHWMF- Saco Ranger District,EA_NH_001,20,43.97972222,-71.13361111,,
NHWNF- Evans Notch Visitors Ce,EA_NH_001,20,44.40888889,-70.795,,
Ninigret VFD,EA_NH_001,20,41.3858,-71.6411,,
NorwalkCT FD,EA_NH_001,10,41.1194,-73.4217,,
NY-Arvin Hart VFD (Stillwater),EA_NH_001,20,42.9877,-73.6946,,
NY-Hyde Park FD,EA_NH_001,20,41.7887,-73.9397,,
NYIRR- Iroquois,EA_NH_001,0,43.1125,-78.405,,
NYLIR - Long Island,EA_NH_001,0,40.78194444,-72.89666667,,
NY-Nevins VFD (Victory Mills),EA_NH_001,20,43.0885,-73.5958,,
NY-Quaker Springs VFD,EA_NH_001,20,43.0411,-73.642,,
NY-Schuyler VFD (Schyulrville),EA_NH_001,20,43.1043,-73.5832,,
NYSRP-Saratoga,EA_NH_001,60,43.0129,-73.6509,,
PeterboroughNH VFD,EA_NH_001,20,42.8744,-71.9589,,
PlymouthFD,EA_NH_001,10,41.9078,-70.6425,,
RIRIR- Ninigret,EA_NH_001,0,41.38277778,-71.58138889,,
RIS South Dispatch,EA_NH_001,20,41.3733,-71.6928,,
Rumney VFD,EA_NH_001,20,43.8042,-71.8133,,
Scarborough FD,EA_NH_001,10,43.5981,-70.3364,,
ShirleyLI FD,EA_NH_001,10,40.8,-72.8742,,
Steuben VFD,EA_NH_001,20,44.5047,-67.9217,,
Sudbury FD,EA_NH_001,10,42.3836,-71.4161,,
SwantonVT VFD,EA_NH_001,10,44.9233,-73.1208,,
TroyME VFD,EA_NH_001,20,44.6822,-69.2567,,
Trumansburg VFD,EA_NH_001,20,42.5401,-76.66,,
UptonME VFD,EA_NH_001,20,44.7211,-70.9856,,
VT - Woodstock FD,EA_NH_001,20,43.6302,-72.5053,,
VTGMF- Hector Ranger District,EA_NH_001,20,42.48722222,-76.86972222,,
VTGMF- Manchester Ranger Distr,EA_NH_001,20,43.17861111,-73.01444444,,
VTGMF- Middlebury Ranger Distr,EA_NH_001,20,43.9975,-73.14583333,,
VTGMF- Rochester Ranger Distri,EA_NH_001,20,43.89527778,-72.81833333,,
Wakefield FD,EA_NH_001,10,41.4369,-71.5019,,
Wallingford VFD,EA_NH_001,20,43.4578,-72.947,,
WallkillNY VFD,EA_NH_001,20,41.6081,-74.1639,,
Wayland FD,EA_NH_001,10,42.3631,-71.36,,
WellsME VFD,EA_NH_001,10,43.3222,-70.5808,,
WestBrookCT FD,EA_NH_001,10,41.2883,-72.4461,,
WestvilleNY VFD,EA_NH_001,20,44.9292,-74.2972,,
Whiting VFD,EA_NH_001,20,44.7908,-67.175,,
YorkME VFD,EA_NH_001,10,43.1497,-70.6676,,
Allaire FFS,EA_NJ_001,15,40.15587662,-74.13533511,,
Alloway F&R,EA_NJ_001,15,39.55877583,-75.36252165,,
Andover FFS,EA_NJ_001,15,40.9866897,-74.74349723,,
Atco FFS,EA_NJ_001,15,39.76974721,-74.8880397,,
Atlantic Highlands FD,EA_NJ_001,15,40.413338,-74.04497285,,
Auburn FC,EA_NJ_001,15,39.7114614,-75.36786766,,
Barnegat FFS,EA_NJ_001,15,39.75333054,-74.22338979,,
Barnegat Light VFC,EA_NJ_001,15,39.75838487,-74.10695787,,
Barnegat VFC,EA_NJ_001,15,39.75326921,-74.22438643,,
Basking Ridge FD,EA_NJ_001,15,40.70608132,-74.54955477,,
Bass River FFS,EA_NJ_001,15,39.62574849,-74.45032116,,
Bayville FFS,EA_NJ_001,15,39.90909969,-74.15534702,,
Beach Haven VFC,EA_NJ_001,15,39.55910136,-74.24385388,,
Beachwood FFS,EA_NJ_001,15,39.93898891,-74.19320925,,
Beachwood VFC,EA_NJ_001,15,39.93889337,-74.1932441,,
Beemerville FFS,EA_NJ_001,15,41.21073532,-74.69232057,,
Belford VFD,EA_NJ_001,15,40.4222,-74.0898,,
Belleplain FFS,EA_NJ_001,15,39.26884079,-74.86688498,,
Berkeley Heights VFD,EA_NJ_001,15,40.67755092,-74.43510394,,
Berlin FFS,EA_NJ_001,15,39.7911035,-74.92946393,,
Bernardsville FC,EA_NJ_001,15,40.72187475,-74.57212878,,
Blairstown FD,EA_NJ_001,15,40.98256052,-74.95623537,,
Blue Anchor FFS,EA_NJ_001,15,39.68949801,-74.88297455,,
Boonton FFS,EA_NJ_001,15,40.90248372,-74.40859444,,
Branchville FD,EA_NJ_001,15,41.14688873,-74.74714109,,
Breton Woods FC,EA_NJ_001,15,40.04560708,-74.10913281,,
Brevant Park VFD,EA_NJ_001,15,40.4183,-74.0551,,
Bridgeton FFS,EA_NJ_001,15,39.42704119,-75.23442475,,
Broad Channel VFD,EA_NJ_001,15,40.60782186,-73.81908241,,
Brookside FFS,EA_NJ_001,15,40.7945526,-74.56853277,,
Browns Mills FFS,EA_NJ_001,15,39.97245771,-74.58300946,,
Budd Lake FFS,EA_NJ_001,15,40.87106025,-74.73426708,,
Bushkill FC,EA_NJ_001,15,41.10031486,-75.02605327,,
Bushkill FC Substation,EA_NJ_001,15,41.07994616,-75.02453514,,
Byrne FFS,EA_NJ_001,15,39.85770692,-74.51027106,,
Cape May City FD,EA_NJ_001,15,38.93559356,-74.90668001,,
Cape May Court House FFS,EA_NJ_001,15,39.08292649,-74.82389675,,
Cape May Point VFC,EA_NJ_001,15,38.93728833,-74.96778096,,
Carney's Point F&R,EA_NJ_001,15,39.71123059,-75.47059367,,
Centerton FC,EA_NJ_001,15,39.52549738,-75.16846395,,
Chatham Township VFD,EA_NJ_001,15,40.73722558,-74.42291317,,
Chatsworth FFS,EA_NJ_001,15,39.81765312,-74.53527896,,
Chester FFS,EA_NJ_001,15,40.78454682,-74.69732867,,
Colesville FD,EA_NJ_001,15,41.29579571,-74.65574195,,
Colliers Mills FFS,EA_NJ_001,15,40.0647,-74.4173,,
Collings Lakes FFS,EA_NJ_001,15,39.5956074,-74.88172506,,
Columbia FFS,EA_NJ_001,15,40.92616365,-75.09309437,,
Colwyn FD,EA_NJ_001,15,39.91420677,-75.25291125,,
Darby FC,EA_NJ_001,15,39.91644668,-75.26053961,,
Daretown FC,EA_NJ_001,15,39.60423701,-75.25794575,,
Deepawater FD,EA_NJ_001,15,39.68332797,-75.49077685,,
Delaware Township VFC,EA_NJ_001,15,41.20874047,-74.9071885,,
Delaware Township VFC Substati,EA_NJ_001,15,41.24841034,-74.89623972,,
Delaware Water Gap FD,EA_NJ_001,15,40.98747432,-75.15018054,,
Dennis VFC,EA_NJ_001,15,39.19323435,-74.82453455,,
Dingman Township VFC,EA_NJ_001,15,41.29879296,-74.95186337,,
Eagleswood VFC,EA_NJ_001,15,39.65979854,-74.28762608,,
East Dover FC,EA_NJ_001,15,39.95501828,-74.12466895,,
East Vineland FFS,EA_NJ_001,15,39.48096381,-74.91970711,,
Edgemere Ranger Station,EA_NJ_001,15,41.25898201,-74.99517253,,
Egg Harbor City FFS,EA_NJ_001,15,39.52873604,-74.64844604,,
Egg Harbor FFS,EA_NJ_001,15,39.37534988,-74.61137951,,
Elinsboro FC,EA_NJ_001,15,39.55777149,-75.46035996,,
Elmer FD,EA_NJ_001,15,39.59508703,-75.17078881,,
Erma VFC,EA_NJ_001,15,39.00068138,-74.90323346,,
FDNY BK020,EA_NJ_001,1,40.66943727,-73.86538181,,
FDNY BK022,EA_NJ_001,1,40.6748,-73.9217,,
FDNY BK026,EA_NJ_001,1,40.67057925,-73.90781309,,
FDNY BK028,EA_NJ_001,1,40.6827,-73.9114,,
FDNY BK031,EA_NJ_001,1,40.67758077,-73.87286097,,
FDNY BK035,EA_NJ_001,1,40.6512,-73.9756,,
FDNY BK037,EA_NJ_001,1,40.6174,-74.0295,,
FDNY BK038,EA_NJ_001,1,40.606,-74.0035,,
FDNY BK039,EA_NJ_001,1,40.57634682,-73.97610109,,
FDNY BK040,EA_NJ_001,1,40.58426622,-73.95941163,,
FDNY BK041,EA_NJ_001,1,40.628,-73.9978,,
FDNY BK042,EA_NJ_001,1,40.6486,-73.9504,,
FDNY BK043,EA_NJ_001,1,40.6602,-73.9533,,
FDNY BK044,EA_NJ_001,1,40.6277,-73.9756,,
FDNY BK045,EA_NJ_001,1,40.6885,-73.9081,,
FDNY BK046,EA_NJ_001,1,40.5989,-73.9884,,
FDNY BK047,EA_NJ_001,1,40.59848808,-73.96200613,,
FDNY BK048,EA_NJ_001,1,40.6364,-73.9506,,
FDNY BK049,EA_NJ_001,1,40.64660298,-73.90356805,,
FDNY BK052,EA_NJ_001,1,40.60935631,-73.95912963,,
FDNY BK057,EA_NJ_001,1,40.64,-73.9667,,
FDNY BK058,EA_NJ_001,1,40.6402,-73.9908,,
FDNY BK059,EA_NJ_001,1,40.66095802,-73.91795038,,
FDNY BK060,EA_NJ_001,1,40.6199,-74.0125,,
FDNY BK061,EA_NJ_001,1,40.66511489,-73.89544585,,
FDNY BK062,EA_NJ_001,1,40.61524766,-73.92816733,,
FDNY BK063,EA_NJ_001,1,40.65030199,-73.92887985,,
FDNY BK064,EA_NJ_001,1,40.5778,-73.993,,
FDNY BK065,EA_NJ_001,1,40.60225832,-73.93518656,,
FDNY BK066,EA_NJ_001,1,40.62012512,-73.91585729,,
FDNY BK067,EA_NJ_001,1,40.6121,-73.9793,,
FDNY BK068,EA_NJ_001,1,40.67546303,-73.89269333,,
FDNY BK073,EA_NJ_001,1,40.6704,-73.9335,,
FDNY QN008,EA_NJ_001,1,40.6045,-73.7523,,
FDNY QN009,EA_NJ_001,1,40.5936947,-73.77884774,,
FDNY QN010,EA_NJ_001,1,40.58627061,-73.81636973,,
FDNY QN011,EA_NJ_001,1,40.58073918,-73.83805383,,
FDNY QN012,EA_NJ_001,1,40.6953,-73.8259,,
FDNY QN015,EA_NJ_001,1,40.6934,-73.7811,,
FDNY QN016,EA_NJ_001,1,40.68251609,-73.84185824,,
FDNY QN023,EA_NJ_001,1,40.68858985,-73.85606551,,
FDNY QN024,EA_NJ_001,1,40.69469452,-73.8461757,,
FDNY QN030,EA_NJ_001,1,40.67404593,-73.79508178,,
FDNY QN031,EA_NJ_001,1,40.6935,-73.8069,,
FDNY QN036,EA_NJ_001,1,40.68389683,-73.82335934,,
FDNY QN039,EA_NJ_001,1,40.6636,-73.7598,,
FDNY QN040,EA_NJ_001,1,40.6642,-73.7408,,
FDNY QN043,EA_NJ_001,1,40.6931,-73.7556,,
FDNY QN049,EA_NJ_001,1,40.56600064,-73.88152414,,
FDNY QN050,EA_NJ_001,1,40.65923705,-73.83951316,,
FDNY RC002,EA_NJ_001,1,40.611708,-74.07047379,,
FDNY RC003,EA_NJ_001,1,40.62488644,-74.07775093,,
FDNY RC004,EA_NJ_001,1,40.5979163,-74.18039241,,
FDNY RC005,EA_NJ_001,1,40.6375388,-74.08769213,,
FDNY RC006,EA_NJ_001,1,40.63097696,-74.11671778,,
FDNY RC009,EA_NJ_001,1,40.59066887,-74.100628,,
FDNY RC010,EA_NJ_001,1,40.6073114,-74.08924053,,
FDNY RC011,EA_NJ_001,1,40.59663666,-74.06987855,,
FDNY RC012,EA_NJ_001,1,40.54297111,-74.14752401,,
FDNY RC014,EA_NJ_001,1,40.53541,-74.19605739,,
FDNY RC015,EA_NJ_001,1,40.5760683,-74.12371284,,
FDNY RC016,EA_NJ_001,1,40.61425587,-74.15817059,,
FDNY RC017,EA_NJ_001,1,40.5541829,-74.17547799,,
Folcroft FC,EA_NJ_001,15,39.89315184,-75.28120462,,
Forked River FFS,EA_NJ_001,15,39.83972199,-74.19055873,,
Forked River VFC,EA_NJ_001,15,39.83969498,-74.19089881,,
Frankford VFD 1,EA_NJ_001,15,41.15578294,-74.78048095,,
Frankford VFD 2,EA_NJ_001,15,41.1612761,-74.67489311,,
Franklinville FFS,EA_NJ_001,15,39.61818981,-75.07613392,,
Frenchtown FFS,EA_NJ_001,15,40.52623003,-75.0617956,,
Galloway FFS,EA_NJ_001,15,39.49001564,-74.51033766,,
Garretford FC,EA_NJ_001,15,39.94254525,-75.29406259,,
Glendola FFS,EA_NJ_001,15,40.19088274,-74.07716296,,
Goshen VFC,EA_NJ_001,15,39.14129935,-74.85374902,,
Green Bank FFS,EA_NJ_001,15,39.61321261,-74.58768199,,
Green Creek VFC,EA_NJ_001,15,39.04624924,-74.90164031,,
Green Village VFD,EA_NJ_001,15,40.739509,-74.45374629,,
Hackettstown FFS,EA_NJ_001,15,40.85394405,-74.82997705,,
Hamburg FD,EA_NJ_001,15,41.15362176,-74.58003017,,
Hammonton FFS,EA_NJ_001,15,39.6363472,-74.8029046,,
Hampton F&R,EA_NJ_001,15,41.09687626,-74.73656782,,
Hardyston Township VFD,EA_NJ_001,15,41.13920552,-74.57002487,,
HB Roland Heliport,EA_NJ_001,15,41.0420348,-75.35462847,,
Herberstville FC,EA_NJ_001,15,40.11239394,-74.10964597,,
Herberstville FFS,EA_NJ_001,15,40.11189162,-74.10974215,,
High Point VFC,EA_NJ_001,15,39.70978117,-74.13284613,,
Highland Lakes FD,EA_NJ_001,15,41.18006185,-74.45747705,,
Highlands FD,EA_NJ_001,15,40.40169062,-73.98715938,,
Hillsborough Flat FFS,EA_NJ_001,15,40.47746733,-74.627121,,
Holly Beach VFC,EA_NJ_001,15,38.99152317,-74.82045094,,
Hopatcong FFS,EA_NJ_001,15,40.93269561,-74.65974873,,
Jackson FFS,EA_NJ_001,15,39.7763315,-74.86284176,,
Jamesburg FFS,EA_NJ_001,15,40.35244584,-74.44052714,,
Knowlton Township VFD,EA_NJ_001,15,40.89277189,-75.06724404,,
Lafayette Township FD,EA_NJ_001,15,41.10099614,-74.69248303,,
Lakehurst FFS,EA_NJ_001,15,40.01439411,-74.31196254,,
Lakewood FFS,EA_NJ_001,15,40.09785345,-74.21823158,,
Lanoka Harbor FD,EA_NJ_001,15,39.8667503,-74.16836612,,
Lanoka Harbor FFS,EA_NJ_001,15,39.86671972,-74.16829189,,
Laurelton FC,EA_NJ_001,15,40.06869375,-74.1311025,,
Liberty Corner FFS,EA_NJ_001,15,40.66484474,-74.57815793,,
Liberty FC,EA_NJ_001,15,39.57459167,-75.46905864,,
Little Egg Harbor FFS,EA_NJ_001,15,39.62318459,-74.34107816,,
Little Summit Fire Control Sta,EA_NJ_001,15,41.09731075,-75.41379625,,
Logan VFC,EA_NJ_001,15,39.76715844,-75.41500037,,
Lower Bank FFS,EA_NJ_001,15,39.60369202,-74.54851215,,
Madison FD,EA_NJ_001,15,40.75888812,-74.41758223,,
Magnolia FFS,EA_NJ_001,15,39.94968772,-74.66115468,,
Manitou VFC,EA_NJ_001,15,39.97262872,-74.18363435,,
Mannington FC,EA_NJ_001,15,39.58688152,-75.45489044,,
Marmora VFC,EA_NJ_001,15,39.26673615,-74.645541,,
Marshalls Creek VFC,EA_NJ_001,15,41.04440689,-75.12868532,,
Matamoras VFC,EA_NJ_001,15,41.36368096,-74.69811031,,
Mauricetown FFS,EA_NJ_001,15,39.28587832,-74.99363147,,
Mayetta FFS,EA_NJ_001,15,39.67833019,-74.27345018,,
Mays Landing FFS,EA_NJ_001,15,39.45214317,-74.72813826,,
McAfee FD,EA_NJ_001,15,41.17773057,-74.54222835,,
Medford FFS,EA_NJ_001,15,39.90087248,-74.8239281,,
Medham Township FD,EA_NJ_001,15,40.79613453,-74.55808425,,
Middle Township VFC,EA_NJ_001,15,39.11308052,-74.7968838,,
Middletown Township FD,EA_NJ_001,15,40.40250796,-74.11092514,,
Milford VFC,EA_NJ_001,15,41.32428467,-74.80224975,,
Millington FD,EA_NJ_001,15,40.67729256,-74.51814883,,
Milmay FFS,EA_NJ_001,15,39.43916944,-74.85721615,,
Milville FFS,EA_NJ_001,15,39.40193632,-75.03975641,,
Monroeville VFC,EA_NJ_001,15,39.62894145,-75.15963357,,
Montangue Township VFD,EA_NJ_001,15,41.31271899,-74.76147481,,
Morganville FFS,EA_NJ_001,15,40.37649334,-74.24469506,,
Morristown FD,EA_NJ_001,15,40.79688392,-74.48181635,,
Mystic Islands VFC,EA_NJ_001,15,39.54463698,-74.38297186,,
Navesink FD,EA_NJ_001,15,40.40336011,-74.02565765,,
Navy Lakehurst FES,EA_NJ_001,15,40.01961226,-74.31421858,,
New Egypt FFS,EA_NJ_001,15,40.06753449,-74.53107849,,
New Gretna FFS,EA_NJ_001,15,39.59223218,-74.45153002,,
New Lisbon FFS,EA_NJ_001,15,39.95868328,-74.62851899,,
New Providence FD,EA_NJ_001,15,40.69484913,-74.41019863,,
New Vernon VFD,EA_NJ_001,15,40.74539743,-74.49764399,,
Newton FFS,EA_NJ_001,15,41.05865869,-74.75277702,,
NJ-CMR,EA_NJ_001,15,39.11926249,-74.83092865,,
NJ-ERR,EA_NJ_001,15,39.52972471,-74.43287862,,
NJ-GSR,EA_NJ_001,15,40.72170632,-74.48870445,,
NJ-NJS Coyle Field,EA_NJ_001,15,39.81591667,-74.42518611,,
NJ-NJS Dowstown Field,EA_NJ_001,15,39.539677,-74.956154,,
NJ-SPR,EA_NJ_001,15,39.61567222,-75.53697778,,
NJ-WKR,EA_NJ_001,15,41.20007222,-74.56518333,,
Norma-Alliance F&R,EA_NJ_001,15,39.50802039,-75.0896131,,
North Bend FC,EA_NJ_001,15,39.57475238,-75.47690044,,
NY-GAP-JBU,EA_NJ_001,300,40.62945833,-73.83233056,,
NY-GAP-SHU,EA_NJ_001,15,40.47139444,-74.00601944,,
NY-GAP-SIU,EA_NJ_001,300,40.55300556,-74.12280278,,
NYPD FBF,EA_NJ_001,1,40.590967,-73.880732,,
Oak Ridge FFS,EA_NJ_001,15,41.04705233,-74.48600754,,
Oakland FFS,EA_NJ_001,15,41.01307945,-74.26443633,,
Ocean Beach FC,EA_NJ_001,15,39.9814522,-74.06656599,,
Ocean FC,EA_NJ_001,15,40.36156701,-73.9743437,,
Ocean Gate FC,EA_NJ_001,15,39.92669349,-74.13423129,,
Ocean View FFS,EA_NJ_001,15,39.17632266,-74.73382137,,
Ocean View VFC,EA_NJ_001,15,39.17881472,-74.76024209,,
Oceanville FFS,EA_NJ_001,15,39.47137995,-74.46074134,,
Old Bridge FFS,EA_NJ_001,15,40.41494557,-74.36587465,,
Owego Ranger Station,EA_NJ_001,15,41.41953407,-75.0760055,,
PA-DWP Bushkill,EA_NJ_001,15,41.096191,-75.003037,,
PA-DWP Chado,EA_NJ_001,15,41.134111,-74.904836,,
PA-DWP Dingmans,EA_NJ_001,15,41.214652,-74.872277,,
Penns Grove FC,EA_NJ_001,15,39.72954751,-75.46830319,,
Pennsville VFD,EA_NJ_001,15,39.65336768,-75.51703796,,
Philadelphia FD,EA_NJ_001,1,39.90425326,-75.24035002,,
